brand,mileage,fuel_type,transmission,accident,clean_title,price,hp,engine_displacement,is_v_engine,age
4,30450,2,3,0,1,62924,425.0,3.0,0,8
37,13850,2,2,0,1,105341,385.0,3.8,0,15
12,138415,2,0,1,1,21173,365.0,3.5,1,11
17,127500,2,2,1,1,7796,306.0,3.8,1,15
15,40069,2,0,1,1,29645,252.0,2.0,0,6
31,74422,2,0,0,0,48292,357.0572519083969,4.7,0,7
7,59000,2,0,0,1,21610,304.0,3.6,1,6
23,121886,2,0,1,1,8599,217.0,4.6,0,22
7,89700,2,0,0,1,23409,321.0,3.6,1,12
28,45000,2,0,0,1,56734,454.0,4.7,0,10
