brand,mileage,fuel_type,transmission,accident,clean_title,price,hp,engine_displacement,is_v_engine,age
Mercedes-Benz,41515,2,0,0,1,28251.0,357.05725190839695,2.0,0,7
RAM,19000,1,0,1,0,33242.0,377.1296296296296,3.6,1,6
Toyota,1539,3,0,1,1,76373.0,264.74691358024694,3.4,1,2
Mazda,21701,2,0,0,0,25099.0,188.17948717948718,2.5,0,3
Nissan,97726,2,1,1,0,15998.0,294.6774193548387,2.5,0,9
Audi,73000,0,0,0,1,34000.0,240.0,3.0,1,10
Genesis,23600,2,0,0,1,31900.0,311.0,3.8,1,5
BMW,20500,2,3,0,1,67900.0,560.0,4.4,0,6
Ford,57912,2,2,1,1,18750.0,305.0,3.7,1,12
BMW,35000,2,0,0,1,18500.0,360.0,4.8,0,16
Nissan,7089,2,0,1,1,29895.0,214.0,3.5,0,2
Lincoln,35469,2,0,0,0,30890.0,322.97727272727275,2.3,0,6
Kia,14676,2,0,0,0,46787.0,230.45454545454547,3.8,1,3
Lincoln,13750,2,0,0,1,79999.0,440.0,3.5,1,3
Mercedes-Benz,13300,2,0,0,1,62500.0,449.0,4.7,0,10
Chevrolet,117000,2,0,0,1,27000.0,362.9957627118644,6.0,0,8
Audi,27100,3,0,0,1,50000.0,335.0,3.0,1,5
Ford,89352,2,0,1,1,20989.0,310.0,2.3,0,8
Chevrolet,100000,2,0,1,1,8500.0,153.0,1.4,0,7
Land,16000,3,0,0,1,75500.0,395.0,3.0,0,5
Land,15200,2,0,0,1,62999.0,296.0,2.0,0,2
BMW,39960,2,2,0,1,38995.0,400.0,4.4,0,13
Ford,119000,2,0,1,1,13500.0,210.0,4.0,1,17
Kia,10971,2,0,0,0,29998.0,230.45454545454547,1.6,0,3
Mazda,118500,2,2,1,1,11500.0,155.0,2.0,0,11
Kia,8288,2,0,0,1,45899.0,365.0,3.3,1,4
Mercedes-Benz,73000,2,0,1,1,78000.0,563.0,5.5,0,8
Ford,82000,2,3,0,1,14900.0,280.0,3.9,0,20
Audi,7874,2,0,0,0,38999.0,318.83125,2.0,0,6
GMC,49105,2,0,0,1,39750.0,420.0,6.2,0,8
Kia,5500,2,0,0,1,40000.0,291.0,3.8,1,2
Chevrolet,36700,2,2,0,1,26000.0,400.0,6.0,0,20
BMW,40000,2,3,0,1,34000.0,445.0,4.4,0,11
Nissan,78110,2,0,0,0,17500.0,170.0,2.5,0,8
GMC,74864,2,0,0,1,19780.0,288.0,3.6,1,10
Nissan,46100,2,0,0,1,72999.0,485.0,3.8,1,15
Toyota,61454,2,0,0,1,31000.0,295.0,3.5,1,7
BMW,45241,2,0,0,1,54500.0,335.0,3.0,0,5
INFINITI,48000,2,1,0,1,27000.0,295.0,3.5,1,7
Lexus,68500,2,2,0,1,18500.0,204.0,2.5,1,15
GMC,43433,2,0,0,0,51899.0,341.013698630137,5.3,1,6
Chevrolet,122961,2,0,0,1,20995.0,362.9957627118644,6.0,1,20
Dodge,92861,2,0,0,1,19750.0,375.0,5.7,0,11
Hyundai,72000,2,0,0,1,21400.0,429.0,5.0,0,9
Ford,83000,2,0,0,1,10500.0,260.0,4.6,0,22
Audi,18031,2,0,0,0,39599.0,318.83125,2.0,0,4
Toyota,8200,3,0,0,1,78900.0,437.0,3.4,1,2
Land,19000,3,3,0,0,74900.0,395.0,3.0,0,5
Jeep,12875,2,0,0,0,42599.0,252.40404040404042,3.6,1,3
Maserati,32000,2,0,0,1,36000.0,454.0,4.7,0,10
BMW,61145,2,0,1,1,37500.0,560.0,4.4,0,12
Mercedes-Benz,9612,2,0,0,0,43900.0,357.05725190839695,2.0,0,3
Ford,152000,2,0,0,1,14000.0,365.0,3.5,1,14
Audi,129567,2,0,0,1,7000.0,211.0,2.0,0,13
BMW,36000,2,0,1,1,41995.0,335.0,3.0,0,6
BMW,92008,2,0,0,1,12500.0,300.0,3.0,0,16
Ford,63900,2,0,0,1,10300.0,150.0,3.8,1,27
Toyota,150900,2,0,0,1,17500.0,381.0,5.7,0,13
Dodge,43000,4,2,0,1,50000.0,376.2916666666667,5.7,0,6
Land,38020,2,0,0,0,63998.0,381.03921568627453,5.0,0,7
Audi,14750,3,3,0,1,61059.0,335.0,3.0,1,4
Subaru,52500,2,2,0,1,23000.0,268.0,2.0,0,10
INFINITI,39000,2,0,0,1,29900.0,295.0,3.5,1,5
Porsche,66000,2,0,0,0,28000.0,265.0,2.9,0,14
INFINITI,93500,2,0,0,1,16000.0,295.0,3.5,1,8
BMW,7200,2,0,0,1,64000.0,425.0,3.0,0,7
Land,8421,3,0,0,1,90000.0,395.0,3.0,0,2
BMW,25520,2,0,0,0,84900.0,360.47076923076924,4.4,1,5
Tesla,30554,4,0,0,0,41999.0,485.536231884058,3.5,0,5
Volvo,17000,2,0,0,1,54900.0,402.0,2.0,0,2
Mercedes-Benz,41314,2,3,1,1,30999.0,382.0,5.5,0,14
Land,49899,2,3,1,1,64500.0,518.0,5.0,0,5
Ford,186268,1,0,0,1,4500.0,240.0,3.0,1,13
Lexus,51335,2,0,1,1,25995.0,268.0,3.5,1,9
RAM,19376,2,0,0,1,45861.0,377.1296296296296,5.7,1,3
Mitsubishi,77000,2,2,0,1,57000.0,286.0,2.0,0,19
Acura,40000,2,0,0,1,24000.0,280.0,3.5,1,12
Cadillac,113000,2,0,0,1,10000.0,270.0,3.0,1,13
Chevrolet,7600,2,2,1,1,46000.0,455.0,6.2,0,3
Toyota,20400,3,1,0,1,29900.0,208.0,2.5,0,3
Ford,115000,2,0,0,1,39000.0,310.0,3.5,1,6
Jaguar,62194,2,0,0,0,32998.0,375.2307692307692,3.0,0,11
Jeep,22138,2,0,0,0,38598.0,252.40404040404042,3.6,0,5
Porsche,48900,2,3,0,1,62500.0,350.0,2.5,0,8
Lincoln,68200,2,0,1,1,16750.0,300.0,3.7,1,9
Chevrolet,139000,2,0,0,1,7000.0,190.0,4.3,1,24
Lexus,14330,2,0,0,0,54998.0,303.6592592592593,3.5,0,3
BMW,41906,2,0,1,1,45999.0,445.0,4.4,0,6
Chevrolet,164000,2,0,0,1,21500.0,455.0,6.2,0,9
Ford,161933,3,0,0,1,7945.0,335.81672025723475,2.0,0,12
Hyundai,22829,2,0,0,0,34580.0,246.7,2.5,0,3
Lexus,5483,2,0,0,0,59950.0,303.6592592592593,2.4,0,2
Land,46891,2,0,1,1,31000.0,246.0,2.0,0,5
Chevrolet,72000,2,0,1,1,39000.0,355.0,5.3,0,6
Chevrolet,18000,2,0,1,1,30000.0,335.0,3.6,1,4
Jeep,30630,2,0,0,0,39998.0,252.40404040404042,3.6,0,4
Toyota,24985,2,0,0,0,33580.0,236.0,4.0,1,18
Ford,18500,2,2,1,1,77999.0,526.0,5.2,0,7
Cadillac,72843,2,0,0,1,79990.0,354.9080459770115,6.2,1,4
Buick,67500,2,0,0,1,20000.0,310.0,3.6,1,8
Tesla,43534,4,0,0,1,65990.0,534.0,3.5,0,5
Mercedes-Benz,36900,2,0,0,1,28500.0,241.0,2.0,0,8
Chevrolet,61720,1,0,1,0,39998.0,362.9957627118644,5.3,0,8
Kia,35938,2,0,0,0,43329.0,230.45454545454547,3.8,1,3
Toyota,10748,3,0,0,0,63100.0,264.74691358024694,3.4,1,2
Nissan,108206,2,0,1,0,26498.0,294.6774193548387,5.6,0,7
Land,32705,0,0,0,0,46598.0,381.03921568627453,3.0,0,5
Kia,74026,2,0,0,0,32913.0,230.45454545454547,3.8,1,5
Lexus,24651,2,0,0,0,45950.0,303.6592592592593,3.5,1,5
BMW,13000,3,3,0,1,69000.0,335.0,3.0,0,3
Chevrolet,77500,0,0,0,1,54000.0,397.0,6.6,0,10
Maserati,82000,2,3,1,1,7999.0,394.0,4.2,0,18
Ford,29830,2,0,0,0,55329.0,335.81672025723475,3.5,1,4
Mazda,83100,4,0,0,1,17800.0,188.17948717948718,2.5,0,9
Kia,62660,2,0,0,1,16500.0,185.0,2.4,0,6
Land,56006,2,3,0,1,59000.0,575.0,5.0,0,7
Lexus,31365,3,1,0,0,52998.0,303.6592592592593,3.5,0,4
Lincoln,27600,2,0,0,1,14900.0,239.0,4.6,0,21
Honda,47245,2,2,0,1,19600.0,201.0,2.4,0,13
Lexus,73948,3,0,0,1,31990.0,308.0,3.5,1,8
RAM,36757,1,0,0,1,31953.0,377.1296296296296,3.6,1,6
Tesla,4786,4,0,0,1,48000.0,425.0,3.5,0,2
Audi,1900,2,3,0,1,78900.0,401.0,2.5,0,2
Hyundai,52060,2,2,1,1,15000.0,348.0,3.8,1,11
Porsche,58000,2,2,0,1,41500.0,303.0,3.4,0,17
Ford,52246,0,2,0,1,26095.0,335.81672025723475,6.4,1,15
Kia,64290,2,0,0,0,16999.0,230.45454545454547,2.0,0,9
Nissan,37500,2,2,0,1,21500.0,332.0,3.7,1,16
Genesis,2121,2,0,0,1,40750.0,252.0,2.0,0,2
Land,57000,2,3,0,1,26000.0,510.0,5.0,0,12
Mercedes-Benz,22000,2,0,0,1,69500.0,463.0,4.0,0,5
Ford,2000,2,0,0,1,66500.0,315.0,2.7,1,2
RAM,61802,1,0,0,1,32000.0,305.0,3.6,1,7
Dodge,73000,4,0,0,1,17500.0,376.2916666666667,5.7,0,15
Chevrolet,110000,4,0,0,1,7500.0,362.9957627118644,5.3,0,12
Jeep,106700,1,0,0,1,13500.0,290.0,3.6,1,12
Audi,75965,2,0,1,1,35999.0,450.0,4.2,0,12
Jeep,31804,2,0,1,1,48995.0,252.40404040404042,3.6,1,3
Mazda,125800,4,2,0,1,11500.0,188.17948717948718,2.5,0,33
Chrysler,116320,2,0,1,1,6000.0,215.0,3.2,1,20
Audi,156875,2,2,1,1,9900.0,354.0,4.2,0,14
Cadillac,35200,2,0,0,1,28500.0,237.0,2.0,0,5
Maserati,76000,2,0,0,1,19000.0,404.0,3.0,1,11
Jaguar,29000,2,0,0,1,34500.0,247.0,2.0,0,6
BMW,33499,2,0,1,1,44495.0,445.0,4.4,0,6
Acura,25779,2,0,1,0,30999.0,256.5952380952381,3.5,1,6
GMC,76296,2,0,1,1,9500.0,182.0,2.4,0,10
BMW,29553,2,0,0,1,12800.0,170.0,0.65,0,11
Nissan,109902,2,0,0,1,4500.0,122.0,1.8,0,14
Mercedes-Benz,23083,2,0,0,1,33500.0,255.0,2.0,0,6
Toyota,143600,2,2,0,1,4199.0,180.0,1.8,0,22
RAM,22000,2,0,0,1,54800.0,395.0,5.7,0,4
Mercedes-Benz,13000,3,0,0,1,81500.0,429.0,3.0,0,3
Audi,53000,2,0,1,1,28000.0,252.0,2.0,0,7
Lincoln,44741,2,0,0,1,52999.0,450.0,3.5,1,6
Audi,202000,2,0,1,1,5700.0,255.0,3.2,1,17
Mercedes-Benz,77138,2,0,0,0,49998.0,357.05725190839695,4.0,0,6
Volvo,90641,2,0,0,0,25999.0,295.45454545454544,2.0,0,7
Toyota,177702,2,0,1,1,7700.0,179.0,2.5,0,14
Mercedes-Benz,58350,2,0,0,1,29497.0,208.0,2.0,0,7
Chevrolet,86170,2,0,1,1,17000.0,304.0,3.6,1,15
Mazda,36568,2,2,1,1,20199.0,167.0,2.0,0,13
Ford,54357,2,0,0,1,16250.0,173.0,1.6,0,10
Mercedes-Benz,20394,2,0,1,0,59598.0,357.05725190839695,5.5,0,10
Kia,7578,3,0,0,0,31113.0,230.45454545454547,1.6,0,2
Porsche,64800,2,2,1,1,20900.0,255.0,2.9,0,15
Toyota,117780,2,0,0,1,27750.0,270.0,4.0,1,9
Hyundai,33100,2,0,0,1,18200.0,201.0,3.8,0,6
Land,86202,2,0,0,1,18750.0,240.0,2.0,0,9
Ford,163000,1,0,0,1,19550.0,255.0,5.4,0,13
Mercedes-Benz,35400,2,0,0,1,24900.0,302.0,5.0,0,21
Jeep,31000,2,0,0,1,22000.0,180.0,2.4,0,7
Mercedes-Benz,103069,2,0,0,0,40998.0,357.05725190839695,4.0,0,7
Lexus,41500,2,0,1,1,44800.0,416.0,5.0,0,15
BMW,91545,2,0,0,1,13000.0,300.0,3.0,0,15
Buick,110000,2,0,0,1,5000.0,275.0,4.6,0,19
Lincoln,88000,2,3,0,1,18500.0,335.0,2.7,1,9
Nissan,42833,2,3,0,1,37000.0,390.0,5.6,0,7
Mercedes-Benz,106983,4,0,0,1,15300.0,357.05725190839695,2.0,0,32
BMW,60100,2,0,0,1,24995.0,300.0,3.0,0,10
Jeep,17381,2,0,0,1,69685.0,252.40404040404042,5.7,1,3
Cadillac,63172,2,0,1,1,12995.0,202.0,2.5,0,12
Ford,72000,2,0,1,1,10900.0,136.0,2.0,0,15
Kia,4820,2,0,0,1,47500.0,320.0,3.8,0,3
Audi,67900,2,2,0,0,25990.0,333.0,3.0,1,11
Toyota,51000,2,0,0,1,38000.0,381.0,5.7,0,7
Jeep,54500,2,0,0,1,35000.0,285.0,3.6,1,12
Maserati,61840,2,3,0,1,16500.0,394.0,4.2,0,19
Mercedes-Benz,28950,2,0,0,0,16750.0,302.0,5.0,0,19
Nissan,103400,2,0,1,1,17000.0,261.0,4.0,1,14
Land,3678,3,0,0,0,81998.0,381.03921568627453,3.0,0,2
Ford,107000,1,0,1,1,22000.0,385.0,5.0,0,9
Porsche,13850,2,2,0,1,71400.0,385.0,3.8,0,15
Volvo,46700,2,0,0,0,11400.0,235.0,3.2,0,17
Chrysler,21478,2,0,0,0,27798.0,273.22727272727275,3.6,0,4
Honda,64200,3,1,1,1,20499.0,151.0,1.5,0,5
Porsche,31075,2,0,0,1,36250.0,377.58787878787876,3.4,0,19
Tesla,25250,4,0,0,1,47800.0,455.0,3.5,0,3
Audi,74030,2,2,0,1,16000.0,340.0,4.2,0,21
Ford,48549,0,0,0,0,69998.0,335.81672025723475,6.7,1,4
Kia,5182,2,0,0,1,32500.0,146.0,2.0,0,2
RAM,31681,2,0,1,1,33500.0,280.0,3.6,1,6
BMW,23430,2,0,0,0,80998.0,360.47076923076924,6.6,0,5
Mercedes-Benz,30300,2,0,1,1,29000.0,329.0,3.0,1,10
Cadillac,112000,2,0,1,1,14599.0,304.0,3.6,1,9
INFINITI,127356,2,0,1,1,19990.0,328.0,3.7,1,11
Volkswagen,50600,2,0,1,1,28890.0,280.0,3.6,1,8
Chevrolet,194000,1,0,0,1,9950.0,320.0,5.3,0,14
Toyota,33455,2,0,0,1,44750.0,381.0,5.7,0,4
BMW,43000,2,0,0,1,35750.0,228.0,2.0,0,3
Mercedes-Benz,46102,2,0,0,1,35300.0,429.0,4.7,0,9
Cadillac,59000,2,0,0,1,21000.0,304.0,3.6,1,6
Jaguar,134000,2,0,1,1,9500.0,294.0,4.2,0,21
Mercedes-Benz,100245,0,0,1,1,24000.0,188.0,3.0,1,13
Mercedes-Benz,8583,2,0,0,0,42999.0,357.05725190839695,2.0,0,3
Dodge,141800,2,0,1,1,5700.0,230.0,4.7,0,22
Audi,77000,2,0,0,1,13800.0,211.0,2.0,0,13
Audi,67035,2,3,1,1,31500.0,252.0,2.0,0,7
Audi,61450,2,0,0,1,19500.0,333.0,3.0,1,13
Porsche,39500,2,3,0,1,52590.0,440.0,4.8,0,10
Chevrolet,2300,2,2,0,1,51500.0,455.0,6.2,0,2
Audi,10601,3,0,0,0,61998.0,318.83125,3.0,0,2
Maserati,18000,2,3,0,1,67000.0,454.0,4.7,0,7
GMC,31681,2,0,1,0,67963.0,341.013698630137,6.6,1,3
Cadillac,24114,2,0,1,0,49427.0,354.9080459770115,3.6,1,5
Jeep,22109,2,0,0,0,43389.0,252.40404040404042,3.6,1,3
Chevrolet,148000,1,0,0,1,18000.0,320.0,5.3,0,13
Nissan,127600,1,0,0,1,19500.0,317.0,5.6,0,16
Lexus,53649,2,0,0,1,33000.0,295.0,3.5,1,8
Mercedes-Benz,174000,2,0,1,1,11999.0,335.0,4.6,0,13
INFINITI,49860,2,0,1,1,47645.0,334.03636363636366,5.6,1,3
Mercedes-Benz,13650,2,0,0,1,75000.0,503.0,4.0,0,4
BMW,134000,2,0,1,1,13500.0,240.0,2.0,0,9
Porsche,78000,2,3,0,1,68000.0,350.0,3.4,0,11
Porsche,65750,2,0,0,1,21750.0,280.0,3.2,0,20
Ford,121630,2,0,0,1,9450.0,210.0,4.0,1,18
Volvo,9408,3,0,0,0,61999.0,295.45454545454544,2.0,0,3
BMW,120000,2,0,0,1,16000.0,240.0,2.0,0,9
Cadillac,168600,2,0,0,1,29500.0,420.0,6.2,0,9
Chevrolet,43705,2,2,0,1,25900.0,350.0,5.7,0,21
Audi,111000,2,3,0,1,11500.0,211.0,2.0,0,12
Audi,64549,2,3,0,1,17000.0,211.0,2.0,0,13
Buick,53000,2,0,0,1,6500.0,200.0,3.8,1,18
Chevrolet,13465,2,0,0,1,44900.0,455.0,6.2,0,8
Tesla,5844,4,0,0,1,52000.0,425.0,3.5,0,2
BMW,74000,2,2,0,1,40000.0,425.0,3.0,0,10
Kia,100331,2,0,1,1,6900.0,200.0,2.4,0,14
Toyota,24850,2,0,0,1,53568.0,382.0,3.0,0,3
Lincoln,17467,2,0,0,0,43860.0,322.97727272727275,2.0,0,4
Nissan,115000,2,0,0,1,11995.0,260.0,3.5,1,10
BMW,72000,2,3,1,1,26500.0,445.0,4.4,0,10
Mazda,162000,2,2,1,1,6500.0,263.0,2.3,0,17
GMC,47589,2,0,0,1,45500.0,355.0,5.3,0,8
Toyota,6548,2,0,0,0,41999.0,264.74691358024694,3.5,0,2
RAM,10339,2,0,0,1,36990.0,280.0,3.6,1,7
RAM,32092,2,0,0,1,35113.0,377.1296296296296,3.6,1,4
Lexus,85275,2,0,1,0,23998.0,303.6592592592593,3.5,0,11
Hyundai,138000,2,0,0,1,10990.0,175.0,1.6,0,9
Chevrolet,87500,2,0,0,1,16999.0,300.0,5.3,0,22
Maserati,34920,2,0,0,1,38900.0,440.0,4.7,0,12
Tesla,27224,4,0,0,0,65999.0,485.536231884058,3.5,0,5
BMW,25000,2,0,0,1,52000.0,365.0,3.0,0,7
Tesla,14642,4,0,0,1,48500.0,425.0,3.5,0,4
Subaru,162000,2,1,0,1,13999.0,175.0,2.5,0,10
Buick,119500,2,0,1,1,16999.0,260.0,5.7,0,29
Land,101800,2,0,0,1,36500.0,510.0,5.0,0,8
Ford,84351,2,0,0,1,42691.0,335.81672025723475,3.5,1,4
Nissan,26930,2,0,0,1,6700.0,107.0,3.5,0,13
Toyota,40698,2,3,0,0,42886.0,264.74691358024694,3.5,1,6
BMW,30000,2,0,1,1,29000.0,248.0,2.0,0,6
Lexus,78980,2,0,1,1,10600.0,272.0,3.5,1,18
Porsche,28844,2,2,0,0,69995.0,377.58787878787876,3.8,0,18
Maserati,5409,2,0,0,1,88950.0,411.8888888888889,3.0,1,2
Mazda,19000,2,0,0,0,25900.0,187.0,2.5,0,4
Audi,12000,2,0,0,1,48000.0,349.0,3.0,1,6
Ford,25717,2,2,0,1,33900.0,435.0,5.0,0,9
Tesla,12055,4,0,0,1,44400.0,425.0,3.5,0,3
Audi,69700,2,0,1,1,23000.0,265.0,2.0,0,14
BMW,25013,2,0,0,1,55000.0,405.0,3.0,0,5
Audi,1156,2,0,0,1,54900.0,295.0,2.0,0,2
BMW,57939,2,0,0,1,27500.0,320.0,3.0,0,9
Mercedes-Benz,52694,2,3,0,1,49999.0,385.0,3.0,1,7
Mercedes-Benz,54000,2,0,0,1,37000.0,449.0,4.7,0,10
Honda,110500,2,2,0,1,27000.0,240.0,2.0,0,23
Chevrolet,97500,2,2,0,1,10000.0,345.0,5.7,0,25
Chevrolet,20909,2,0,0,1,35387.0,362.9957627118644,3.6,1,5
Mercedes-Benz,77648,2,0,0,1,40000.0,536.0,5.5,0,12
Audi,21832,2,0,0,1,42000.0,349.0,3.0,1,5
Toyota,41932,2,2,0,1,18700.0,137.0,1.8,0,8
GMC,110000,2,0,1,1,34999.0,355.0,5.3,0,8
Toyota,67400,2,0,0,1,47500.0,381.0,5.7,0,5
Subaru,62662,2,2,1,1,24000.0,268.0,2.0,0,8
Subaru,102000,2,2,1,1,18000.0,268.0,2.0,0,10
INFINITI,79785,2,0,1,1,16488.0,328.0,3.7,1,11
Chevrolet,166549,2,0,1,1,24950.0,355.0,5.3,0,8
Toyota,190656,2,0,1,1,8900.0,273.0,4.7,0,19
Dodge,7928,4,2,0,1,37500.0,376.2916666666667,5.7,0,9
Porsche,135606,2,3,0,1,15000.0,405.0,4.8,0,16
Kia,14700,2,0,0,1,39900.0,291.0,3.8,1,2
BMW,4200,2,3,0,1,64995.0,335.0,3.0,0,11
Subaru,44000,2,2,0,1,23500.0,152.0,2.0,0,8
Dodge,66000,2,2,0,1,12000.0,160.0,2.0,0,10
Land,17945,2,0,0,0,89900.0,381.03921568627453,5.0,1,4
Nissan,106700,2,2,0,1,17500.0,332.0,3.7,1,12
Cadillac,120000,2,0,0,1,55000.0,420.0,6.2,0,5
Mercedes-Benz,59600,2,3,0,1,19900.0,302.0,3.5,1,13
Kia,117220,3,0,0,1,8900.0,206.0,2.4,0,13
Chevrolet,85200,0,0,0,1,67500.0,445.0,6.6,0,3
Volkswagen,63450,2,2,0,1,24325.0,220.0,2.0,0,7
Scion,115000,2,2,0,1,11495.0,179.0,2.5,0,11
Land,56000,2,0,0,1,49900.0,510.0,5.0,0,9
Lexus,67296,2,0,0,0,40900.0,303.6592592592593,3.5,0,7
Chevrolet,179200,2,0,1,1,16000.0,355.0,5.3,0,10
Maserati,28000,2,0,0,1,44999.0,444.0,4.7,0,10
Porsche,155000,2,2,0,1,55000.0,415.0,3.6,0,22
Hyundai,154000,3,0,1,1,8500.0,206.0,2.4,0,13
Cadillac,62500,2,0,1,1,18955.0,270.0,3.0,1,13
BMW,177700,2,0,0,1,2500.0,170.0,2.5,0,25
Tesla,83700,4,0,1,1,26000.0,485.536231884058,3.5,0,6
Chevrolet,120000,4,0,1,1,6500.0,362.9957627118644,5.3,0,30
Nissan,65000,2,2,0,1,21500.0,332.0,3.7,1,13
Mercedes-Benz,62808,2,0,1,0,38598.0,357.05725190839695,3.0,0,7
Ford,3000,2,2,0,1,49500.0,460.0,5.0,0,4
Audi,119000,2,0,0,1,12000.0,211.0,2.0,0,13
RAM,198868,0,0,0,1,25000.0,350.0,6.7,0,12
Dodge,188000,2,0,1,1,8500.0,210.0,3.7,1,14
Mercedes-Benz,157405,2,0,0,1,10750.0,248.0,3.5,1,12
Land,73101,2,0,0,1,42950.0,380.0,3.0,1,7
BMW,10950,2,2,0,1,60995.0,425.0,3.0,0,7
Mercedes-Benz,63160,2,0,1,1,47000.0,463.0,4.0,0,7
Land,31866,2,0,0,0,68900.0,381.03921568627453,3.0,0,6
Chevrolet,75000,2,0,0,1,18900.0,319.0,6.0,0,16
Toyota,98000,2,0,1,1,36000.0,270.0,4.0,1,9
Mazda,33576,2,2,0,1,18900.0,167.0,2.0,0,13
Volkswagen,123200,2,0,1,1,12449.0,280.0,3.6,1,13
Jaguar,112000,2,0,0,1,8800.0,340.0,3.0,1,12
Chevrolet,68000,2,0,1,1,19500.0,426.0,6.2,0,15
INFINITI,120000,2,3,1,1,14500.0,328.0,3.7,1,13
BMW,45000,2,0,1,1,46999.0,445.0,4.4,0,6
Chevrolet,6700,2,0,0,1,39500.0,455.0,6.2,0,3
Mercedes-Benz,40900,2,0,0,1,59750.0,577.0,5.5,0,10
Cadillac,74150,2,0,0,1,45000.0,420.0,6.2,0,7
Toyota,94448,3,0,0,1,15999.0,200.0,2.5,0,11
Audi,108000,2,3,0,1,19998.0,310.0,3.0,1,10
BMW,118000,2,3,1,1,17000.0,555.0,4.4,0,13
Jaguar,38800,2,3,0,1,57500.0,550.0,5.0,0,5
BMW,55000,2,3,0,1,40000.0,320.0,3.0,0,8
BMW,34967,3,0,1,1,49999.0,382.0,3.0,0,4
Jeep,85325,2,0,0,1,30000.0,285.0,3.6,1,9
RAM,63750,2,0,0,1,36000.0,410.0,6.4,0,7
Ford,87248,2,0,0,1,19999.0,300.0,3.7,1,9
Mercedes-Benz,112854,2,0,0,1,11999.0,335.0,4.7,0,14
Tesla,10000,4,0,0,1,48000.0,425.0,3.5,0,2
Mercedes-Benz,14100,2,0,0,1,53000.0,255.0,2.0,0,3
BMW,14360,3,0,0,1,85495.0,375.0,3.0,0,2
Chevrolet,10000,2,0,0,1,32000.0,155.0,1.3,0,2
Chevrolet,73846,2,0,0,1,60995.0,362.9957627118644,5.3,1,4
Jeep,40000,2,3,0,1,45000.0,285.0,3.6,1,5
GMC,9980,2,0,0,1,82000.0,355.0,5.3,0,2
Mazda,41997,2,0,0,1,24995.0,227.0,2.5,0,6
Alfa,2000,2,0,0,1,39000.0,280.0,2.0,0,4
Mercedes-Benz,42750,2,3,1,1,22999.0,208.0,2.0,0,9
BMW,19473,2,0,0,0,31698.0,360.47076923076924,2.0,0,6
Volkswagen,35340,2,0,0,1,23000.0,174.0,2.0,0,6
Mercedes-Benz,93000,2,0,1,1,12000.0,268.0,3.5,1,17
Audi,66150,2,0,1,1,47995.0,560.0,4.0,0,11
Volvo,19352,3,0,0,1,54599.0,455.0,2.0,0,3
Land,81000,2,0,0,1,64800.0,518.0,5.0,0,5
Toyota,183000,2,0,0,1,16000.0,381.0,5.7,0,14
Jeep,44000,2,2,1,1,24999.0,190.0,4.0,0,21
Audi,18100,2,0,0,1,51800.0,349.0,3.0,1,4
Land,40000,2,3,1,1,20000.0,510.0,5.0,0,14
Mercedes-Benz,120000,0,0,0,1,31999.0,188.0,3.0,1,14
Toyota,325,3,0,0,1,84997.0,437.0,3.4,1,2
Maserati,55000,2,0,0,1,39100.0,405.0,3.0,1,8
Ford,48500,2,2,1,1,44999.0,480.0,5.0,0,6
RAM,52000,0,0,0,1,50000.0,350.0,6.7,0,7
Toyota,179000,2,0,1,1,17900.0,239.0,4.0,1,18
Dodge,42626,2,0,0,1,42000.0,485.0,6.4,0,6
Lexus,65900,2,3,1,1,34700.0,301.0,4.6,0,7
Genesis,7523,2,0,0,0,54543.0,340.6875,2.5,0,3
Jaguar,34365,2,0,0,0,59598.0,375.2307692307692,2.0,0,6
Kia,16949,2,0,0,1,24995.0,230.45454545454547,2.4,0,4
Porsche,61000,2,3,0,1,57500.0,330.0,3.0,1,7
INFINITI,100564,2,0,0,0,23105.0,334.03636363636366,5.6,1,7
Ford,13700,3,1,0,1,39500.0,191.0,2.5,0,3
Kia,38612,2,0,0,0,42242.0,230.45454545454547,3.8,1,4
Chevrolet,155000,2,0,1,1,7995.0,220.0,3.5,0,20
Mercedes-Benz,56000,2,3,0,1,35750.0,402.0,4.7,0,8
Toyota,44459,3,0,0,1,22945.0,121.0,1.8,0,3
Mercedes-Benz,31000,2,0,1,1,38000.0,241.0,2.0,0,8
Mercedes-Benz,44000,2,3,1,1,22222.0,302.0,3.5,1,13
Mercedes-Benz,22558,2,0,0,1,47645.0,357.05725190839695,3.0,1,7
Jeep,116157,2,0,0,1,14250.0,210.0,4.0,0,22
Lincoln,23500,2,0,1,1,50000.0,450.0,3.5,1,7
Chevrolet,28150,2,3,0,1,31000.0,430.0,6.2,0,17
GMC,137500,2,0,1,1,29500.0,420.0,6.2,0,9
Ford,169000,1,0,0,1,13000.0,290.0,3.5,1,8
Chevrolet,8949,2,2,0,1,30000.0,426.0,6.2,0,15
BMW,25108,2,0,0,0,66000.0,523.0,4.4,0,5
Land,103000,2,3,0,1,33999.0,380.0,3.0,1,9
Porsche,87600,2,3,1,1,32000.0,315.0,3.6,0,22
Mercedes-Benz,76753,2,0,1,1,15999.0,208.0,2.0,0,10
Mercedes-Benz,10500,2,0,0,1,79500.0,208.0,2.0,0,6
Mercedes-Benz,199000,2,0,0,1,9250.0,268.0,3.5,1,14
Lexus,127980,2,0,0,1,9999.0,380.0,4.6,0,18
BMW,16307,3,0,0,1,71400.0,335.0,3.0,0,2
Audi,13566,2,0,0,0,57900.0,318.83125,3.0,0,4
