brand,mileage,fuel_type,transmission,accident,clean_title,price,hp,engine_displacement,is_v_engine,age
RAM,38012,2,0,0,1,45277.0,377.1296296296296,5.7,1,4
BMW,11078,2,2,0,0,91900.0,360.47076923076924,6.6,0,4
Lexus,50000,2,0,0,1,65000.0,383.0,5.7,0,7
Land,58000,2,0,0,1,38000.0,247.0,2.0,0,6
Acura,3415,2,3,0,0,54998.0,256.5952380952381,3.5,0,2
Lexus,61000,2,3,0,1,65000.0,471.0,5.0,0,7
Audi,48500,2,3,1,1,43500.0,349.0,3.0,1,6
Land,65680,2,0,1,1,34900.0,247.0,2.0,0,7
RAM,44362,2,0,0,1,50658.0,377.1296296296296,5.7,1,5
Audi,18603,2,0,0,0,42900.0,318.83125,3.0,1,6
Audi,35999,3,0,0,0,59598.0,318.83125,4.0,0,5
Cadillac,8044,2,3,0,1,93000.0,420.0,6.2,0,4
Mercedes-Benz,9738,2,0,0,1,85500.0,503.0,4.0,0,9
BMW,112000,2,3,1,1,28000.0,420.0,4.0,0,16
Honda,167300,2,0,0,1,6250.0,190.0,2.4,0,16
Cadillac,71000,2,0,1,1,35999.0,420.0,6.2,0,10
Acura,31015,2,0,0,1,36570.0,256.5952380952381,2.0,0,5
BMW,33000,2,3,0,1,29999.0,228.0,2.0,0,3
Chrysler,63000,4,0,0,1,20000.0,273.22727272727275,3.6,0,8
Buick,68325,1,3,0,1,11995.0,180.0,2.4,0,12
RAM,34365,2,0,1,1,48000.0,410.0,6.4,0,4
Mercedes-Benz,32000,2,3,0,1,44900.0,208.0,2.0,0,7
Land,40237,2,0,0,0,36998.0,381.03921568627453,2.0,0,5
Volvo,22500,2,0,0,1,50000.0,316.0,2.0,0,5
Ford,58700,2,0,1,1,48999.0,375.0,3.5,1,5
Ford,195,2,0,0,1,87500.0,310.0,3.5,1,2
Chevrolet,120000,0,0,0,1,19500.0,260.0,6.6,0,9
Chevrolet,14676,2,0,0,1,33000.0,200.0,5.3,0,3
Jeep,33704,3,0,0,0,42998.0,252.40404040404042,2.0,0,4
BMW,2950,3,0,0,1,87000.0,375.0,3.0,0,2
Mercedes-Benz,17994,2,0,0,1,87500.0,357.05725190839695,3.0,0,4
Toyota,44101,2,0,0,1,45423.0,264.74691358024694,5.7,1,5
BMW,25918,2,3,0,1,32000.0,228.0,2.0,0,4
BMW,87000,2,0,0,1,15300.0,300.0,3.0,0,17
Mazda,28333,2,3,0,1,20500.0,184.0,2.5,0,7
Audi,29294,2,0,0,1,39999.0,340.0,3.0,1,7
Saturn,37000,2,0,0,1,14995.0,260.0,2.0,0,17
BMW,138000,2,0,0,1,9950.0,184.0,2.5,0,20
Volvo,44487,3,0,0,1,65000.0,400.0,2.0,0,5
Acura,16878,2,0,0,1,38781.0,256.5952380952381,2.0,0,4
Acura,30177,2,3,0,0,46598.0,256.5952380952381,3.5,1,3
Chevrolet,53000,2,0,1,1,67100.0,420.0,6.2,0,4
Tesla,61308,4,0,0,1,42000.0,425.0,3.5,0,4
Mercedes-Benz,99200,2,0,0,0,11495.0,302.0,3.5,1,12
Chevrolet,32117,2,0,0,0,33299.0,362.9957627118644,3.6,1,3
BMW,79341,2,0,0,1,16800.0,445.0,4.4,0,12
BMW,16900,2,0,0,1,43000.0,255.0,2.0,0,4
Porsche,75137,2,2,1,1,24999.0,245.0,2.7,0,18
Ford,37594,2,0,0,1,62595.0,335.81672025723475,3.5,1,4
Mercedes-Benz,12771,2,0,0,0,42598.0,357.05725190839695,2.0,0,4
Ford,6400,2,2,0,1,48000.0,550.0,5.4,0,13
Tesla,69548,4,0,1,1,36300.0,425.0,3.5,0,4
Nissan,79893,2,0,0,1,15900.0,332.0,3.7,1,16
Toyota,124838,2,0,0,1,33000.0,381.0,5.7,0,11
Nissan,14353,2,0,0,1,63900.0,375.0,5.6,0,5
Ford,22985,2,0,0,1,33500.0,169.0,2.5,0,3
INFINITI,161894,2,0,0,1,18900.0,400.0,5.6,0,11
Aston,25025,2,0,1,1,39000.0,380.0,4.3,0,17
Lotus,19650,2,2,0,1,69250.0,400.0,3.5,1,8
Land,29500,2,0,0,1,45000.0,247.0,2.0,0,5
Nissan,132272,2,2,1,1,6700.0,261.0,4.0,1,18
Dodge,122000,2,0,1,1,13500.0,370.0,5.7,0,13
Buick,18185,2,0,0,0,31755.0,247.23529411764707,1.3,0,3
Nissan,56450,2,0,1,1,13999.0,147.0,3.5,0,7
Nissan,102000,2,0,0,1,4200.0,107.0,3.5,0,13
Jeep,18428,2,0,0,0,83998.0,252.40404040404042,6.4,0,3
Nissan,535,2,2,0,1,65990.0,400.0,3.0,1,2
Land,81648,2,3,0,0,15900.0,381.03921568627453,3.0,0,12
Porsche,138202,2,2,1,1,22550.0,377.58787878787876,3.2,0,22
Bentley,69600,2,0,0,1,37900.0,550.0,6.0,0,21
Jaguar,39900,2,0,0,1,53600.0,550.0,5.0,0,7
Cadillac,36500,2,3,0,1,85000.0,420.0,6.2,0,4
Audi,42650,2,3,0,1,31990.0,220.0,2.0,0,7
Jeep,68816,2,0,0,1,35297.0,252.40404040404042,2.0,0,5
Audi,91188,2,0,0,1,29995.0,450.0,4.0,0,9
GMC,116210,1,3,0,1,31900.0,360.0,6.0,0,10
Tesla,3077,4,0,0,0,44998.0,485.536231884058,3.5,0,3
Mazda,3880,2,0,0,1,52991.0,188.17948717948718,2.5,0,1
Ford,67482,3,1,1,1,11499.0,188.0,2.0,0,8
Cadillac,67726,2,0,0,1,52000.0,420.0,6.2,0,7
Hyundai,35550,2,0,1,1,25987.0,246.7,2.5,0,4
Mercedes-Benz,44000,2,0,0,1,46599.0,577.0,5.5,0,9
Mercedes-Benz,11249,2,0,0,1,54500.0,429.0,4.7,0,10
Acura,111650,2,0,1,1,17500.0,290.0,3.5,1,11
RAM,18526,0,0,0,0,67999.0,377.1296296296296,6.7,0,6
Audi,103272,2,0,0,1,15500.0,310.0,3.0,1,13
BMW,1160,2,2,0,1,73600.0,453.0,3.0,0,2
RAM,107714,2,0,0,1,34918.0,377.1296296296296,5.7,1,6
Audi,111773,2,0,0,1,17000.0,211.0,2.0,0,12
Cadillac,54002,2,0,1,1,22500.0,304.0,3.6,1,6
Volkswagen,87000,2,3,1,1,13000.0,150.0,1.4,0,9
Ford,49700,2,2,0,1,31700.0,350.0,2.3,0,9
Mercedes-Benz,34500,2,0,0,1,64600.0,503.0,4.0,0,8
Ford,31729,2,0,1,1,29614.0,335.81672025723475,1.5,0,4
Jeep,7388,2,0,0,1,43663.0,252.40404040404042,3.6,1,4
BMW,41550,3,3,0,1,20995.0,247.0,2.0,0,8
Mercedes-Benz,44486,2,0,0,0,25625.0,357.05725190839695,2.0,0,7
Acura,20750,2,0,0,1,33000.0,300.0,3.7,1,12
Genesis,12000,2,0,0,1,41000.0,365.0,3.3,1,3
Jeep,31700,2,0,0,1,43500.0,293.0,3.6,1,3
Hyundai,13044,3,0,1,1,24999.0,139.0,1.6,0,3
Kia,100730,2,0,0,1,6975.0,173.0,2.7,1,16
BMW,5338,3,0,0,1,76500.0,389.0,3.0,0,2
Ford,85149,2,0,0,0,23598.0,335.81672025723475,5.4,0,11
BMW,48291,2,3,0,1,67250.0,567.0,4.4,0,7
Volkswagen,111887,2,0,0,1,14000.0,140.0,2.8,1,24
Rolls-Royce,79000,2,0,0,1,69000.0,563.0,6.6,0,15
Lincoln,125000,2,3,0,1,26500.0,380.0,3.5,1,9
Mercedes-Benz,13777,2,0,1,1,39777.0,221.0,2.0,0,3
RAM,14920,2,0,0,1,41741.0,377.1296296296296,3.6,1,3
Jeep,14627,2,0,0,0,56740.0,252.40404040404042,3.6,1,3
Volvo,90050,2,0,0,1,5800.0,235.0,3.2,0,15
Subaru,45000,2,2,1,1,25000.0,200.0,2.0,0,11
Chevrolet,7666,2,0,0,1,39500.0,340.0,5.7,0,27
Hummer,89900,2,0,0,1,29994.0,325.0,6.0,0,19
Ford,132000,2,3,1,1,10999.0,305.0,3.7,1,14
GMC,32652,2,0,0,1,6500.0,182.0,2.4,0,15
Land,36632,2,0,0,0,72567.0,518.0,5.0,0,7
Jeep,11164,2,0,0,1,37500.0,293.0,3.6,1,3
BMW,22655,2,0,0,1,63999.0,425.0,3.0,0,5
Chevrolet,10300,2,2,0,1,29900.0,335.0,3.6,1,4
BMW,48000,2,0,0,1,54000.0,567.0,4.4,0,7
Mercedes-Benz,138000,2,0,1,1,10000.0,382.0,5.5,0,18
RAM,24058,2,0,0,0,81900.0,377.1296296296296,6.2,0,3
Audi,31500,2,0,0,1,67000.0,560.0,4.0,0,9
Porsche,19701,2,0,0,0,55998.0,377.58787878787876,3.0,0,5
Genesis,10200,2,0,0,1,50500.0,375.0,3.5,1,3
Aston,62378,2,2,1,1,33995.0,380.0,4.3,0,17
Nissan,84200,2,2,0,1,10200.0,300.0,3.5,1,19
Toyota,138700,1,0,1,1,18800.0,381.0,5.7,0,12
Chevrolet,41050,2,0,0,1,62900.0,355.0,5.3,0,4
Jeep,39192,2,0,0,0,24590.0,252.40404040404042,2.4,0,5
BMW,7758,2,0,0,0,47998.0,360.47076923076924,2.0,0,3
Ford,31654,2,0,0,0,33410.0,335.81672025723475,1.5,0,4
Mercedes-Benz,63000,2,0,1,1,42000.0,469.0,4.0,0,8
Mercedes-Benz,57000,2,0,1,1,29500.0,302.0,3.5,1,8
Chevrolet,89000,2,0,0,1,29999.0,355.0,5.3,0,8
Chevrolet,134500,2,0,0,1,28000.0,355.0,5.3,0,10
Acura,15895,2,0,0,0,47950.0,256.5952380952381,3.5,1,3
Genesis,20319,2,3,0,1,44249.0,300.0,2.5,0,3
Pontiac,158000,2,0,1,1,2500.0,200.0,3.8,1,26
Lexus,40906,2,0,0,0,51998.0,303.6592592592593,4.6,0,4
BMW,33749,2,0,0,0,85998.0,360.47076923076924,4.4,0,5
BMW,1120,2,0,0,1,92900.0,503.0,3.0,0,2
Jeep,26088,2,0,0,0,38383.0,252.40404040404042,3.6,1,4
Kia,14950,2,0,1,1,24000.0,147.0,2.0,0,3
Kia,47466,2,0,0,0,14699.0,230.45454545454547,3.8,0,7
RAM,18500,2,0,0,1,41950.0,280.0,3.6,1,4
Volkswagen,24596,2,0,0,0,38322.0,208.47058823529412,3.6,1,4
Hyundai,2905,2,0,0,0,27599.0,246.7,2.5,0,4
Jaguar,71290,2,0,1,1,21000.0,340.0,3.0,1,10
Audi,15000,3,0,0,1,63000.0,335.0,3.0,1,3
INFINITI,37900,2,0,0,1,22000.0,208.0,2.0,0,8
Mercedes-Benz,32500,2,0,0,1,43500.0,385.0,3.0,1,6
Mitsubishi,61491,2,2,1,1,28000.0,271.0,2.0,0,22
Jeep,77634,2,0,0,0,24590.0,252.40404040404042,3.6,1,12
Audi,83000,0,0,1,1,18999.0,150.0,2.0,0,10
Volkswagen,121800,2,2,0,1,4300.0,174.0,2.8,1,23
BMW,65852,2,0,0,0,68998.0,360.47076923076924,4.4,0,5
Mercedes-Benz,83315,2,0,0,1,15000.0,208.0,2.0,0,11
BMW,18421,3,0,0,0,85000.0,369.0,1.5,0,6
Lexus,101000,3,0,1,1,16500.0,134.0,1.8,0,10
Toyota,29322,2,0,0,0,44999.0,264.74691358024694,3.4,1,3
Mercedes-Benz,23900,2,0,0,1,35999.0,241.0,2.0,0,6
Mercedes-Benz,40515,2,0,1,0,47999.0,357.05725190839695,4.0,1,9
Ford,67516,2,0,0,1,36994.0,335.81672025723475,3.5,1,5
Mazda,155000,2,0,0,1,8300.0,273.0,3.7,1,15
Honda,26998,2,0,0,0,35557.0,209.40425531914894,3.5,1,6
MINI,137600,2,2,0,1,6880.0,172.0,1.6,0,16
Nissan,125500,2,1,0,1,3950.0,245.0,3.5,1,20
Nissan,137483,2,1,0,1,3200.0,188.0,1.6,0,14
Ford,67500,2,0,0,1,40500.0,375.0,3.5,1,6
Ford,52000,2,0,1,1,53722.0,375.0,3.5,1,5
Chevrolet,195361,2,3,1,1,26000.0,355.0,5.3,0,8
Genesis,11000,2,0,1,1,48950.0,300.0,2.5,0,3
Chevrolet,92530,1,0,1,1,18500.0,320.0,5.3,0,14
Dodge,34845,2,0,1,1,30000.0,295.0,3.6,1,8
Porsche,16280,2,3,0,1,85500.0,365.0,2.5,0,7
Porsche,77000,2,0,0,1,32000.0,265.0,2.9,0,14
Porsche,63000,2,0,1,1,38500.0,500.0,4.8,0,15
Lexus,39700,2,0,0,1,25500.0,268.0,3.5,1,9
Kia,103111,3,0,1,1,9200.0,199.0,2.4,0,12
Land,75897,2,0,0,0,35998.0,381.03921568627453,2.0,0,6
Jaguar,55000,2,3,0,1,34000.0,380.0,3.0,1,8
Lexus,114000,2,0,1,1,13450.0,270.0,4.7,0,20
Mercedes-Benz,80124,2,0,0,1,17500.0,382.0,5.5,0,14
RAM,4285,2,0,0,1,65688.0,377.1296296296296,5.7,1,2
Toyota,34049,3,0,0,0,37999.0,264.74691358024694,3.5,1,8
Audi,16000,2,0,1,1,39990.0,355.0,2.0,0,6
GMC,95000,2,0,0,1,25000.0,290.0,7.4,0,29
Land,59355,2,0,0,1,72995.0,381.03921568627453,3.0,1,5
Chevrolet,31000,2,0,0,1,36000.0,200.0,5.3,0,3
BMW,19300,2,0,0,1,36000.0,335.0,3.0,0,6
Cadillac,155000,1,0,1,1,16900.0,403.0,6.2,0,16
Scion,120010,2,0,1,1,6500.0,161.0,2.4,0,15
Kia,152520,2,0,0,1,10900.0,200.0,2.4,0,13
Honda,58981,4,0,0,1,9599.0,209.40425531914894,3.5,0,32
Porsche,47000,2,3,0,1,50000.0,520.0,4.8,0,10
Genesis,2046,2,0,0,1,43499.0,252.0,2.0,0,2
Chevrolet,24965,2,0,1,1,22995.0,362.9957627118644,1.2,0,4
Toyota,108000,2,0,0,1,7850.0,160.0,2.4,0,20
Toyota,76000,2,0,0,1,18300.0,266.0,3.5,1,10
Porsche,30000,2,0,0,1,78500.0,400.0,3.8,0,11
Volvo,59271,2,0,0,1,29900.0,325.0,3.0,0,10
BMW,52500,3,3,1,1,24950.0,247.0,2.0,0,8
Tesla,23100,4,0,0,1,36495.0,425.0,3.5,0,5
FIAT,45000,2,2,1,1,22500.0,164.0,1.4,0,8
Dodge,179000,2,0,1,1,6500.0,245.0,5.9,0,23
Toyota,1500,2,2,0,1,84900.0,382.0,3.0,0,2
BMW,38671,3,0,0,0,66998.0,360.47076923076924,3.0,0,3
Jeep,135465,2,0,0,1,15750.0,205.0,3.8,1,18
MINI,79000,2,3,0,1,17000.0,181.0,1.6,0,11
Nissan,42259,2,1,1,1,17000.0,290.0,3.5,1,13
Toyota,159890,2,0,1,1,6500.0,225.0,3.3,1,19
Maserati,2200,3,3,0,1,75000.0,325.0,2.0,0,2
Lexus,15833,3,1,0,1,52000.0,308.0,3.5,1,3
BMW,96000,2,3,1,1,13500.0,240.0,2.0,0,12
BMW,72900,2,0,0,1,15500.0,300.0,3.0,0,16
Hyundai,3402,3,0,0,1,44000.0,226.0,1.6,0,2
Volvo,73000,2,0,0,1,13900.0,227.0,2.5,0,12
Karma,21000,4,0,0,1,51000.0,403.0,2.0,0,7
BMW,30309,3,0,0,0,63598.0,360.47076923076924,3.0,0,4
Ford,24000,2,0,0,1,38000.0,290.0,3.5,0,4
BMW,73000,2,3,0,1,23999.0,320.0,3.0,0,9
Ford,26465,2,0,0,0,24998.0,335.81672025723475,2.0,0,6
Volkswagen,26870,2,0,1,1,34645.0,208.47058823529412,2.0,0,5
Honda,184000,2,0,1,1,10500.0,240.0,3.5,1,21
RAM,1300,2,0,0,1,48000.0,410.0,6.4,0,3
Jeep,49924,2,0,0,1,26500.0,293.0,3.6,1,7
GMC,36526,2,0,0,1,57850.0,420.0,6.2,0,6
BMW,37000,2,3,0,1,45950.0,560.0,4.4,0,10
Acura,79884,2,0,1,0,24840.0,256.5952380952381,3.5,1,8
Volkswagen,30000,2,3,1,1,19000.0,170.0,1.8,0,9
Ford,105500,2,2,0,1,19000.0,412.0,5.0,0,13
BMW,31157,2,0,0,0,65998.0,360.47076923076924,4.4,0,6
Kia,86204,2,0,1,0,20708.0,230.45454545454547,3.3,1,6
BMW,80211,2,0,1,1,17995.0,300.0,3.0,0,11
Aston,25991,2,0,0,1,69995.0,420.0,4.7,0,15
Mercedes-Benz,73000,2,0,0,1,8400.0,268.0,3.5,1,17
BMW,40989,2,0,0,1,35000.0,320.0,3.0,0,7
Dodge,102681,2,2,0,1,6000.0,158.0,2.0,0,15
Acura,123000,2,3,1,1,13888.0,300.0,3.7,1,15
Jeep,160900,2,0,1,1,7200.0,190.0,4.0,0,20
BMW,105000,2,2,1,1,21900.0,414.0,4.0,0,14
Kia,1340,3,0,0,1,41000.0,177.0,1.6,0,2
Ford,17850,2,0,0,1,41999.0,266.0,3.5,0,4
BMW,72277,2,3,0,1,34950.0,414.0,4.0,0,14
Jeep,7000,3,0,0,1,46000.0,285.0,3.6,1,2
Ford,67015,2,0,0,0,28590.0,335.81672025723475,2.3,0,5
BMW,19600,2,0,1,1,62000.0,425.0,3.0,0,7
Ford,5800,2,0,0,1,42500.0,346.0,3.5,0,3
FIAT,33812,2,0,0,1,14999.0,111.0,1.4,0,8
Cadillac,99897,2,0,0,1,26950.0,420.0,6.2,0,10
Mercedes-Benz,127500,2,3,0,1,29000.0,429.0,4.7,0,11
Ford,23842,2,0,0,1,59203.0,335.81672025723475,3.5,1,4
BMW,65550,2,3,0,1,39985.0,560.0,4.4,0,11
Ford,15600,2,3,1,1,68995.0,315.0,2.7,1,3
Lexus,22400,2,0,0,1,81900.0,471.0,5.0,0,4
Lexus,89150,2,0,0,1,31900.0,360.0,4.6,0,10
BMW,15000,2,2,0,0,81000.0,360.47076923076924,3.0,0,2
Audi,49500,2,0,0,1,25000.0,220.0,2.0,0,7
Audi,126000,2,3,0,0,13850.0,360.0,4.2,0,22
Volkswagen,85385,2,2,0,1,15550.0,210.0,2.0,0,10
Hyundai,66126,2,0,0,0,19190.0,246.7,2.0,0,7
Toyota,1075,2,2,0,1,35000.0,228.0,2.4,0,2
Hyundai,25000,2,0,0,1,28500.0,191.0,2.5,0,4
Nissan,92000,2,0,0,1,20900.0,390.0,5.6,0,8
Lexus,123500,2,0,1,1,14500.0,263.0,4.7,0,17
Cadillac,105000,2,0,1,1,12000.0,318.0,3.6,1,12
Audi,49000,2,2,0,1,63000.0,420.0,4.2,0,17
Jaguar,28357,2,0,0,0,47598.0,375.2307692307692,3.0,0,5
Chevrolet,81000,1,0,0,1,32000.0,285.0,4.3,1,7
Ford,45000,2,3,0,1,52000.0,375.0,3.5,1,4
Toyota,173456,1,0,1,1,16000.0,381.0,5.7,0,14
BMW,13700,3,0,0,0,60000.0,382.0,3.0,0,4
Audi,93400,3,0,0,1,42500.0,335.0,3.0,1,6
Toyota,90000,2,0,0,1,18200.0,268.0,3.5,1,10
Porsche,40600,2,0,0,1,32000.0,252.0,2.0,0,8
Lexus,20121,2,0,0,1,47124.0,311.0,3.5,1,2
Lexus,187450,2,0,1,1,10400.0,275.0,3.5,1,14
Toyota,6400,2,3,0,1,68000.0,382.0,3.0,0,4
Mercedes-Benz,54500,2,0,0,1,37995.0,362.0,3.0,1,8
BMW,78500,2,0,1,1,42000.0,445.0,4.4,0,8
Chevrolet,75000,2,0,0,1,36000.0,355.0,5.3,0,7
Ford,89988,2,0,1,1,42500.0,411.0,6.2,0,11
Subaru,107000,2,0,0,1,7100.0,250.0,3.0,0,20
Alfa,21400,2,0,0,1,28500.0,280.0,2.0,0,6
Mazda,83150,2,0,0,1,6950.0,244.0,2.3,0,18
Ford,92000,0,0,1,1,36500.0,250.0,3.0,1,7
Mercedes-Benz,15042,2,0,0,0,54599.0,357.05725190839695,2.0,0,4
Audi,39000,2,3,1,1,35000.0,333.0,3.0,1,8
RAM,67483,2,0,1,1,46500.0,410.0,6.4,0,8
Tesla,62089,4,0,0,1,29975.0,329.0,3.5,0,10
Hyundai,30565,3,0,0,1,29000.0,192.0,2.0,0,3
Audi,142666,2,0,1,1,22000.0,450.0,4.0,0,9
Ford,166200,2,0,1,1,6999.0,207.0,4.0,1,16
INFINITI,88977,3,0,1,1,19977.0,354.0,3.5,1,10
BMW,114890,2,3,0,1,20990.0,414.0,4.0,0,14
Mercedes-Benz,171000,2,0,1,1,4750.0,268.0,3.5,1,16
Ford,90067,2,0,0,0,28590.0,335.81672025723475,3.5,1,6
Chevrolet,97579,2,3,1,1,15000.0,323.0,3.6,1,11
Mazda,52000,2,2,1,1,20500.0,155.0,2.0,0,8
Jeep,25968,2,0,0,0,38405.0,252.40404040404042,3.6,1,4
MINI,41680,2,0,0,1,17495.0,189.0,2.0,0,9
Saab,77200,2,2,0,1,7500.0,205.0,2.0,0,23
BMW,50000,2,0,0,1,43000.0,335.0,3.0,0,6
Porsche,21613,2,0,0,0,58998.0,377.58787878787876,2.0,0,4
Audi,17377,2,0,0,0,39998.0,318.83125,2.0,0,3
GMC,30426,2,0,0,0,29645.0,341.013698630137,2.5,0,5
Audi,153000,2,2,1,1,6500.0,250.0,2.7,1,20
Mercury,56600,2,3,0,1,23000.0,302.0,4.6,0,21
Hyundai,116612,2,0,1,1,12700.0,311.0,3.8,1,10
Audi,72000,2,0,1,1,30000.0,354.0,3.0,1,7
Audi,39000,3,0,0,1,50000.0,335.0,3.0,1,6
Lincoln,149000,2,0,0,1,10099.0,300.0,5.4,0,17
BMW,19300,2,2,0,1,64000.0,425.0,3.0,0,7
Mazda,27836,2,0,0,1,36969.0,188.17948717948718,2.5,0,4
Chevrolet,3273,2,3,0,1,78999.0,490.0,6.2,0,2
Ford,74349,2,0,0,1,36000.0,375.0,3.5,1,8
Ford,85000,0,0,1,1,55000.0,450.0,6.7,0,6
Mercedes-Benz,46100,2,0,1,1,33000.0,362.0,3.0,1,8
Hyundai,49500,2,0,0,1,28000.0,185.0,2.4,0,6
Mercedes-Benz,31130,2,0,0,1,23500.0,302.0,3.5,1,13
Ford,149460,0,0,1,1,12240.0,350.0,6.4,0,17
Mercury,90000,2,0,1,1,15500.0,302.0,4.6,0,22
Ford,48000,1,0,0,1,57000.0,275.0,3.5,1,4
Mercedes-Benz,98000,2,0,1,1,15500.0,248.0,3.5,1,12
Volkswagen,18655,2,0,0,0,38698.0,208.47058823529412,2.0,0,3
Chevrolet,169500,1,0,0,1,15000.0,320.0,5.3,0,11
Mitsubishi,189500,2,2,0,1,6000.0,162.0,2.4,0,17
Toyota,91000,2,0,0,1,68500.0,381.0,5.7,0,9
Genesis,7396,2,0,0,0,41299.0,340.6875,2.5,0,3
Audi,49098,2,3,1,1,44900.0,450.0,4.2,0,11
Nissan,21212,2,0,0,0,28906.0,294.6774193548387,1.5,0,3
Porsche,62743,2,3,0,1,28600.0,400.0,4.8,0,15
BMW,24300,3,0,0,1,49999.0,382.0,3.0,0,4
Cadillac,104000,1,0,0,1,19500.0,403.0,6.2,0,15
Volvo,46250,2,0,1,1,27800.0,295.45454545454544,2.0,0,5
Mazda,1930,2,0,1,1,40655.0,188.17948717948718,2.5,0,2
Chrysler,61494,3,0,0,0,35850.0,273.22727272727275,3.6,1,3
Jeep,24040,2,0,0,1,35273.0,252.40404040404042,2.0,0,5
Ford,81000,2,0,0,1,38500.0,375.0,3.5,1,6
Land,23568,2,0,0,0,44998.0,381.03921568627453,2.0,0,3
Mazda,78700,2,0,0,1,18000.0,187.0,2.5,0,5
Kia,109580,2,0,1,1,11900.0,192.0,2.4,0,10
Lexus,178000,2,0,1,1,4500.0,270.0,3.5,1,16
Mitsubishi,131193,2,0,0,1,11970.0,211.1578947368421,2.4,0,9
Mercedes-Benz,106000,2,0,0,1,25900.0,362.0,3.0,1,8
Audi,28211,2,3,1,1,27500.0,184.0,2.0,0,6
Audi,91403,1,0,0,0,14998.0,318.83125,2.0,0,10
Mercedes-Benz,88600,2,0,1,1,16800.0,208.0,2.0,0,9
INFINITI,84900,2,0,0,0,22450.0,390.0,5.0,0,14
Kia,11154,2,0,0,0,28998.0,230.45454545454547,1.6,0,4
BMW,45090,3,0,1,1,30750.0,313.0,2.0,0,7
Mercedes-Benz,33272,2,0,1,1,11900.0,192.0,2.3,0,22
Jeep,71000,2,2,0,1,12499.0,150.0,2.4,0,22
Kia,55400,2,0,0,0,36500.0,291.0,3.8,1,5
Land,141525,2,0,0,1,14490.0,375.0,5.0,0,13
Jaguar,50000,2,3,1,1,21900.0,420.0,4.2,0,18
BMW,29140,2,2,0,1,71995.0,425.0,3.0,0,5
BMW,9000,3,0,0,1,56900.0,382.0,3.0,0,3
Mercedes-Benz,5595,3,0,0,0,83598.0,357.05725190839695,3.0,0,4
RAM,34121,2,0,0,0,48190.0,377.1296296296296,5.7,1,3
BMW,36750,2,0,0,1,35999.0,445.0,4.4,0,12
Mercedes-Benz,49626,2,0,0,1,12000.0,228.0,3.0,1,18
Jeep,45000,2,0,1,1,16500.0,172.0,2.4,0,8
Toyota,69350,3,0,0,1,36000.0,306.0,3.5,1,6
BMW,4106,2,2,0,1,84645.0,360.47076923076924,3.0,0,2
BMW,184700,2,2,0,1,36950.0,240.0,3.2,0,26
Maserati,57500,2,0,0,1,41900.0,424.0,3.0,1,7
Acura,29000,2,0,0,1,39650.0,272.0,2.0,0,4
Mercedes-Benz,61675,2,3,1,1,19000.0,208.0,2.0,0,10
Mercedes-Benz,33300,0,0,0,1,45000.0,188.0,3.0,1,4
Cadillac,62950,2,0,1,1,17498.0,304.0,3.6,1,11
Chevrolet,56675,2,3,0,1,19750.0,323.0,3.6,1,10
Porsche,92000,2,0,0,1,23000.0,400.0,4.8,0,12
Dodge,96000,2,0,1,1,12000.0,340.0,5.7,0,20
INFINITI,33500,2,0,0,1,23000.0,330.0,3.7,1,11
Toyota,53249,3,0,1,1,9250.0,147.0,2.4,0,18
GMC,119000,2,0,0,1,12500.0,281.0,3.6,1,9
Lincoln,29336,2,0,0,0,36999.0,322.97727272727275,2.0,0,4
RAM,86000,0,0,1,1,41000.0,350.0,6.7,0,8
RAM,177000,0,0,1,1,40500.0,385.0,6.7,0,11
Mercedes-Benz,93500,2,0,1,1,15900.0,362.0,4.6,0,12
Ford,97496,2,2,0,0,24500.0,390.0,4.6,0,22
Acura,16120,2,0,0,0,26599.0,256.5952380952381,2.4,0,3
Buick,147589,2,0,1,1,2800.0,275.0,4.2,0,20
Cadillac,95570,1,0,1,1,22000.0,403.0,6.2,0,12
Mercedes-Benz,45791,2,0,0,1,52000.0,463.0,4.0,0,7
INFINITI,60000,2,0,1,1,25950.0,400.0,5.6,0,9
Buick,50000,2,0,0,1,18795.0,138.0,1.4,0,6
Mercedes-Benz,33481,2,0,0,0,43999.0,357.05725190839695,3.0,1,6
Jeep,107000,2,0,0,1,5900.0,210.0,3.7,1,15
Mercedes-Benz,60000,2,3,1,1,37000.0,536.0,5.5,0,14
Audi,55000,2,0,0,1,28000.0,333.0,3.0,1,9
Mazda,4004,2,0,0,1,25500.0,186.0,2.5,0,3
Volkswagen,47144,2,2,0,1,29950.0,292.0,2.0,0,9
Hyundai,165454,2,0,1,1,4000.0,306.0,3.8,1,14
Ford,98000,2,0,1,1,25500.0,375.0,3.5,1,7
Hyundai,39913,2,0,0,0,22749.0,246.7,2.4,0,5
Ford,147191,2,0,1,1,12990.0,305.0,3.7,1,12
BMW,53600,2,0,0,1,25980.0,300.0,3.0,0,11
Dodge,100100,4,3,0,1,17000.0,376.2916666666667,5.7,0,15
Porsche,40800,2,0,0,1,35500.0,265.0,2.7,0,12
Porsche,36798,2,0,1,1,49500.0,377.58787878787876,2.0,0,7
Ford,77699,0,0,0,0,49883.0,335.81672025723475,6.7,1,4
Ford,87500,2,0,1,1,14900.0,315.0,4.6,0,15
Chevrolet,93000,2,0,0,1,38500.0,355.0,5.3,0,5
